Unidades da Federação,Municípios,"Número de unidades
locais",Pessoal ocupado Total,Pessoal ocupado assalariado,Pessoal assalariado médio,"Salários
e outras
remunerações
(1 000 R$)","Salário médio
 mensal 
(salários mínimos)  (1) (2) ","Salário médio
 mensal 
(R$) (2)",Número de empresas atuantes
Rio Grande do Sul,São Pedro da Serra - RS,128,829,656,660,   20 164,2.1,   2 349.76,128
Rio Grande do Sul,São Pedro das Missões - RS,44,300,271,259,   8 507,2.3,   2 528.76,41
Rio Grande do Sul,São Pedro do Butiá - RS,157,721,508,509,   16 944,2.3,   2 559.60,155
Rio Grande do Sul,São Pedro do Sul - RS,512,   2 434,   1 928,   1 917,   55 480,2,   2 225.99,489
Rio Grande do Sul,São Sebastião do Caí - RS,   1 132,   8 251,   6 915,   7 099,   228 451,2.3,   2 475.47,   1 102
Rio Grande do Sul,São Sepé - RS,713,   3 954,   3 201,   3 162,   101 479,2.2,   2 468.85,681
Rio Grande do Sul,São Valentim - RS,143,606,402,412,   12 445,2.1,   2 325.38,138
Rio Grande do Sul,São Valentim do Sul - RS,131,640,474,470,   12 981,1.9,   2 123.44,128
Rio Grande do Sul,São Valério do Sul - RS,30,244,222,214,   6 560,2.1,   2 362.71,30
Rio Grande do Sul,São Vendelino - RS,156,865,636,664,   21 133,2.2,   2 446.90,155
Rio Grande do Sul,São Vicente do Sul - RS,259,   1 139,858,841,   26 995,2.2,   2 467.70,254
Rio Grande do Sul,Sapiranga - RS,   3 695,   28 412,   23 194,   22 888,   635 126,1.9,   2 134.59,   3 598
Rio Grande do Sul,Sapucaia do Sul - RS,   3 200,   25 180,   21 181,   20 872,   814 950,2.7,   3 003.53,   3 093
Rio Grande do Sul,Sarandi - RS,   1 410,   9 115,   7 410,   7 211,   234 274,2.3,   2 499.16,   1 352
Rio Grande do Sul,Seberi - RS,509,   3 778,   3 153,   3 144,   95 687,2.1,   2 341.34,498
Rio Grande do Sul,Sede Nova - RS,91,483,371,344,   10 251,2.1,   2 289.27,87
Rio Grande do Sul,Segredo - RS,131,622,434,411,   13 860,2.4,   2 592.52,131
Rio Grande do Sul,Selbach - RS,262,   1 333,   1 065,   1 041,   39 177,2.6,   2 893.80,251
Rio Grande do Sul,Senador Salgado Filho - RS,75,353,305,291,   11 280,2.7,   2 978.58,73
Rio Grande do Sul,Sentinela do Sul - RS,146,688,527,533,   15 268,2,   2 202.91,144
Rio Grande do Sul,Serafina Corrêa - RS,   1 119,   7 713,   6 080,   6 047,   205 252,2.4,   2 611.16,   1 095
Rio Grande do Sul,Sério - RS,65,312,211,207,   6 295,2.1,   2 342.07,65
Rio Grande do Sul,Sertão - RS,208,824,597,637,   23 545,2.6,   2 842.81,204
Rio Grande do Sul,Sertão Santana - RS,191,951,726,733,   25 901,2.5,   2 716.32,190
Rio Grande do Sul,Sete de Setembro - RS,62,268,201,190,   7 764,2.9,   3 140.12,60
Rio Grande do Sul,Severiano de Almeida - RS,158,769,505,483,   15 394,2.2,   2 453.84,156
Rio Grande do Sul,Silveira Martins - RS,89,403,296,297,   9 746,2.3,   2 523.94,88
Rio Grande do Sul,Sinimbu - RS,278,   1 033,767,780,   27 602,2.5,   2 723.16,268
Rio Grande do Sul,Sobradinho - RS,684,   3 733,   2 631,   2 628,   67 929,1.8,   1 988.18,665
Rio Grande do Sul,Soledade - RS,   1 459,   7 330,   5 455,   5 373,   159 602,2.1,   2 285.01,   1 413
Rio Grande do Sul,Tabaí - RS,193,916,715,719,   18 305,1.8,   1 958.67,190
Rio Grande do Sul,Tapejara - RS,   1 436,   11 490,   9 352,   9 880,   287 136,2,   2 235.54,   1 393
Rio Grande do Sul,Tapera - RS,597,   3 043,   2 289,   2 221,   78 699,2.5,   2 725.44,581
Rio Grande do Sul,Tapes - RS,510,   2 316,   1 736,   1 771,   52 651,2.1,   2 287.46,498
Rio Grande do Sul,Taquara - RS,   2 520,   14 166,   10 838,   11 273,   318 054,2,   2 170.35,   2 451
Rio Grande do Sul,Taquari - RS,902,   6 869,   5 768,   6 033,   177 361,2.1,   2 261.37,878
Rio Grande do Sul,Taquaruçu do Sul - RS,150,608,476,474,   13 898,2.1,   2 255.17,149
Rio Grande do Sul,Tavares - RS,160,691,531,530,   13 732,1.8,   1 993.47,158
Rio Grande do Sul,Tenente Portela - RS,577,   3 453,   2 662,   2 659,   80 554,2.1,   2 330.73,559
Rio Grande do Sul,Terra de Areia - RS,417,   2 373,   1 881,   1 862,   49 547,1.9,   2 046.65,413
Rio Grande do Sul,Teutônia - RS,   1 872,   12 935,   10 727,   10 567,   341 390,2.3,   2 485.22,   1 785
Rio Grande do Sul,Tio Hugo - RS,211,893,662,645,   21 782,2.4,   2 599.08,208
Rio Grande do Sul,Tiradentes do Sul - RS,142,546,433,430,   13 167,2.1,   2 355.05,133
Rio Grande do Sul,Toropi - RS,74,289,252,253,   9 151,2.5,   2 787.34,71
Rio Grande do Sul,Torres - RS,   2 475,   12 733,   9 876,   9 149,   279 435,2.1,   2 349.32,   2 411
Rio Grande do Sul,Tramandaí - RS,   2 008,   11 452,   9 245,   8 841,   262 351,2.1,   2 282.64,   1 947
Rio Grande do Sul,Travesseiro - RS,116,576,473,456,   12 234,1.9,   2 064.69,115
Rio Grande do Sul,Três Arroios - RS,133,784,631,607,   20 033,2.3,   2 537.80,131
Rio Grande do Sul,Três Cachoeiras - RS,596,   3 300,   2 634,   2 497,   67 514,1.9,   2 079.76,592
Rio Grande do Sul,Três Coroas - RS,   1 197,   8 996,   7 350,   7 294,   184 325,1.8,   1 943.98,   1 170
Rio Grande do Sul,Três de Maio - RS,   1 321,   7 789,   6 014,   5 958,   200 567,2.4,   2 589.43,   1 278
Rio Grande do Sul,Três Forquilhas - RS,56,344,282,271,   9 309,2.4,   2 640.14,56
Rio Grande do Sul,Três Palmeiras - RS,218,747,509,515,   15 859,2.2,   2 368.11,213
Rio Grande do Sul,Três Passos - RS,   1 229,   7 788,   6 297,   6 152,   194 376,2.2,   2 430.27,   1 186
Rio Grande do Sul,Trindade do Sul - RS,301,   3 012,   2 700,   2 695,   74 885,1.9,   2 137.44,295
Rio Grande do Sul,Triunfo - RS,945,   12 995,   12 004,   11 422,   771 069,4.7,   5 192.71,914
Rio Grande do Sul,Tucunduva - RS,255,   1 088,840,834,   25 561,2.1,   2 357.38,237
Rio Grande do Sul,Tunas - RS,82,434,366,338,   9 787,2,   2 229.22,79
Rio Grande do Sul,Tupanci do Sul - RS,43,227,183,173,   5 958,2.4,   2 646.84,43
Rio Grande do Sul,Tupanciretã - RS,620,   3 411,   2 762,   2 735,   103 275,2.6,   2 904.75,571
Rio Grande do Sul,Tupandi - RS,307,   3 779,   3 371,   3 231,   119 060,2.6,   2 834.46,300
Rio Grande do Sul,Tuparendi - RS,334,   1 362,   1 078,   1 121,   37 570,2.3,   2 578.97,314
Rio Grande do Sul,Turuçu - RS,91,482,378,374,   11 253,2.1,   2 312.82,90
Rio Grande do Sul,Ubiretama - RS,58,249,214,199,   8 038,2.8,   3 101.85,54
Rio Grande do Sul,União da Serra - RS,85,279,186,184,   6 762,2.6,   2 819.55,84
Rio Grande do Sul,Unistalda - RS,41,245,218,222,   7 383,2.3,   2 559.43,41
Rio Grande do Sul,Uruguaiana - RS,   3 257,   22 773,   18 856,   18 089,   582 405,2.3,   2 476.65,   3 074
Rio Grande do Sul,Vacaria - RS,   2 535,   20 230,   17 060,   18 761,   560 465,2.1,   2 297.97,   2 425
Rio Grande do Sul,Vale Verde - RS,107,490,376,376,   11 809,2.2,   2 417.34,106
Rio Grande do Sul,Vale do Sol - RS,234,918,688,697,   25 227,2.5,   2 783.17,231
Rio Grande do Sul,Vale Real - RS,289,   2 036,   1 693,   1 735,   50 849,2,   2 254.17,286
Rio Grande do Sul,Vanini - RS,138,609,399,409,   10 651,1.8,   2 003.48,138
Rio Grande do Sul,Venâncio Aires - RS,   3 239,   21 482,   17 262,   19 084,   647 099,2.4,   2 608.24,   3 111
Rio Grande do Sul,Vera Cruz - RS,914,   5 553,   4 333,   4 847,   160 868,2.3,   2 553.21,887
Rio Grande do Sul,Veranópolis - RS,   1 727,   10 080,   7 527,   7 532,   273 051,2.5,   2 788.76,   1 667
Rio Grande do Sul,Vespasiano Correa - RS,110,452,303,286,   9 591,2.3,   2 581.60,110
Rio Grande do Sul,Viadutos - RS,201,771,507,516,   17 240,2.3,   2 567.63,195
Rio Grande do Sul,Viamão - RS,   3 921,   24 935,   20 025,   19 821,   679 303,2.4,   2 636.34,   3 774
Rio Grande do Sul,Vicente Dutra - RS,80,327,260,254,   9 159,2.5,   2 774.86,78
Rio Grande do Sul,Victor Graeff - RS,175,753,578,587,   20 182,2.4,   2 643.85,170
Rio Grande do Sul,Vila Flores - RS,235,   1 569,   1 223,   1 186,   43 825,2.6,   2 841.95,233
Rio Grande do Sul,Vila Lângaro - RS,70,554,487,503,   16 198,2.3,   2 478.85,69
Rio Grande do Sul,Vila Maria - RS,303,   2 387,   2 053,   1 956,   62 081,2.2,   2 441.29,296
Rio Grande do Sul,Vila Nova do Sul - RS,104,666,577,607,   19 531,2.2,   2 473.40,100
Rio Grande do Sul,Vista Alegre - RS,119,546,413,409,   12 628,2.2,   2 372.33,117
Rio Grande do Sul,Vista Alegre do Prata - RS,86,364,234,231,   11 038,3.3,   3 674.62,86
Rio Grande do Sul,Vista Gaúcha - RS,122,704,443,428,   12 480,2,   2 244.62,120
Rio Grande do Sul,Vitória das Missões - RS,88,414,326,331,   9 869,2.1,   2 294.92,86
Rio Grande do Sul,Westfalia - RS,180,   1 801,   1 612,   1 615,   52 547,2.3,   2 502.86,178
Rio Grande do Sul,Xangri-lá - RS,   1 302,   6 459,   4 932,   4 304,   147 990,2.4,   2 644.81,   1 269
Mato Grosso do Sul,Água Clara - MS,603,   5 487,   4 880,   4 757,   189 664,2.8,   3 066.66,563
Mato Grosso do Sul,Alcinópolis - MS,139,671,529,536,   18 311,2.4,   2 628.39,134
Mato Grosso do Sul,Amambai - MS,911,   6 438,   5 504,   5 427,   164 583,2.1,   2 333.03,869
Mato Grosso do Sul,Anastácio - MS,379,   3 209,   2 849,   3 021,   76 195,1.8,   1 940.21,363
Mato Grosso do Sul,Anaurilândia - MS,171,   1 213,   1 018,   1 033,   32 065,2.2,   2 387.79,165
Mato Grosso do Sul,Angélica - MS,190,   6 404,   6 204,   6 153,   341 025,3.9,   4 263.09,184
Mato Grosso do Sul,Antônio João - MS,145,991,838,793,   24 927,2.2,   2 418.59,137
Mato Grosso do Sul,Aparecida do Taboado - MS,914,   8 586,   7 645,   7 776,   238 549,2.1,   2 359.87,889
Mato Grosso do Sul,Aquidauana - MS,985,   6 703,   5 801,   5 947,   163 492,1.9,   2 114.85,938
Mato Grosso do Sul,Aral Moreira - MS,181,   1 696,   1 511,   1 514,   47 387,2.2,   2 408.15,170
Mato Grosso do Sul,Bandeirantes - MS,248,   1 310,   1 036,   1 090,   36 357,2.3,   2 565.47,237
Mato Grosso do Sul,Bataguassu - MS,697,   6 479,   5 726,   5 810,   149 510,1.8,   1 979.46,682
Mato Grosso do Sul,Batayporã - MS,270,   2 097,   1 767,   1 814,   58 990,2.3,   2 502.10,264
Mato Grosso do Sul,Bela Vista - MS,406,   2 981,   2 575,   2 568,   85 349,2.3,   2 556.95,391
Mato Grosso do Sul,Bodoquena - MS,172,   1 486,   1 301,   1 337,   46 185,2.4,   2 656.92,159
Mato Grosso do Sul,Bonito - MS,847,   5 602,   4 598,   4 283,   127 974,2.1,   2 298.29,821
Mato Grosso do Sul,Brasilândia - MS,359,   2 384,   2 046,   2 111,   66 273,2.2,   2 414.39,342
Mato Grosso do Sul,Caarapó - MS,799,   7 154,   6 372,   6 525,   211 316,2.3,   2 491.38,773
Mato Grosso do Sul,Camapuã - MS,457,   2 210,   1 689,   1 790,   55 488,2.2,   2 384.24,433
Mato Grosso do Sul,Campo Grande - MS,   31 758,   317 962,   280 408,   278 431,  13 476 398,3.4,   3 723.17,   29 870
Mato Grosso do Sul,Caracol - MS,83,472,405,411,   12 847,2.2,   2 402.55,83
Mato Grosso do Sul,Cassilândia - MS,777,   4 238,   3 344,   3 413,   100 556,2.1,   2 266.36,743
Mato Grosso do Sul,Chapadão do Sul - MS,   1 600,   9 777,   7 967,   8 669,   312 301,2.5,   2 771.16,   1 526
Mato Grosso do Sul,Corguinho - MS,107,584,469,534,   14 060,1.8,   2 024.01,103
Mato Grosso do Sul,Coronel Sapucaia - MS,262,   1 286,   1 014,   1 143,   30 971,1.9,   2 084.37,256
Mato Grosso do Sul,Corumbá - MS,   1 761,   18 491,   16 543,   16 334,   664 924,2.8,   3 131.39,   1 644
Mato Grosso do Sul,Costa Rica - MS,983,   6 150,   4 971,   5 381,   193 700,2.5,   2 768.92,947
Mato Grosso do Sul,Coxim - MS,948,   5 762,   4 801,   4 910,   145 467,2.1,   2 278.82,914
Mato Grosso do Sul,Deodápolis - MS,283,   1 824,   1 485,   1 664,   44 825,1.9,   2 072.17,273
Mato Grosso do Sul,Dois Irmãos do Buriti - MS,160,   1 437,   1 252,   1 348,   37 749,2,   2 154.23,152
Mato Grosso do Sul,Douradina - MS,104,706,598,612,   19 425,2.2,   2 440.91,102
Mato Grosso do Sul,Dourados - MS,   8 719,   74 919,   64 501,   63 928,  2 249 503,2.5,   2 706.77,   8 327
Mato Grosso do Sul,Eldorado - MS,328,   2 374,   2 021,   2 079,   53 411,1.8,   1 976.53,307
Mato Grosso do Sul,Fátima do Sul - MS,572,   3 794,   3 206,   3 444,   97 949,2,   2 187.81,561
Mato Grosso do Sul,Figueirão - MS,138,539,407,401,   14 373,2.5,   2 754.40,130
Mato Grosso do Sul,Glória de Dourados - MS,212,   1 384,   1 177,   1 192,   36 059,2.1,   2 327.37,206
Mato Grosso do Sul,Guia Lopes da Laguna - MS,207,   1 386,   1 174,   1 198,   32 634,1.9,   2 095.15,203
Mato Grosso do Sul,Iguatemi - MS,416,   2 627,   2 173,   2 231,   62 942,2,   2 169.75,406
Mato Grosso do Sul,Inocência - MS,291,   1 161,843,862,   25 243,2,   2 253.71,281
Mato Grosso do Sul,Itaporã - MS,416,   2 996,   2 446,   2 429,   78 065,2.2,   2 471.81,411
Mato Grosso do Sul,Itaquiraí - MS,492,   5 295,   4 822,   4 697,   146 552,2.2,   2 400.13,459
Mato Grosso do Sul,Ivinhema - MS,695,   4 774,   3 938,   3 992,   110 280,1.9,   2 125.21,684
Mato Grosso do Sul,Japorã - MS,64,589,519,486,   14 295,2.1,   2 262.40,62
Mato Grosso do Sul,Jaraguari - MS,130,779,618,597,   19 489,2.3,   2 512.01,125
Mato Grosso do Sul,Jardim - MS,722,   4 295,   3 542,   3 722,   104 330,2,   2 156.13,698
Mato Grosso do Sul,Jateí - MS,61,638,595,568,   22 650,2.8,   3 067.94,60
Mato Grosso do Sul,Juti - MS,164,   1 015,860,934,   23 373,1.7,   1 924.68,160
Mato Grosso do Sul,Ladário - MS,152,   3 711,   3 577,   3 662,   237 455,4.5,   4 988.51,136
Mato Grosso do Sul,Laguna Carapã - MS,128,   1 197,   1 055,   1 129,   43 143,2.7,   2 939.44,124
Mato Grosso do Sul,Maracaju - MS,   1 708,   9 734,   7 695,   7 686,   256 734,2.3,   2 569.45,   1 611
Mato Grosso do Sul,Miranda - MS,458,   3 966,   3 523,   3 623,   107 321,2.1,   2 278.46,439
Mato Grosso do Sul,Mundo Novo - MS,603,   3 420,   2 746,   2 706,   84 257,2.2,   2 395.10,591
Mato Grosso do Sul,Naviraí - MS,   1 929,   12 982,   10 844,   10 994,   354 572,2.3,   2 480.89,   1 860
Mato Grosso do Sul,Nioaque - MS,205,   1 227,   1 022,   1 110,   34 185,2.2,   2 368.29,197
Mato Grosso do Sul,Nova Alvorada do Sul - MS,607,   5 062,   4 443,   4 811,   178 754,2.6,   2 857.84,592
Mato Grosso do Sul,Nova Andradina - MS,   2 014,   13 567,   11 018,   11 434,   359 191,2.2,   2 416.38,   1 950
Mato Grosso do Sul,Novo Horizonte do Sul - MS,101,657,567,580,   18 143,2.2,   2 405.07,101
Mato Grosso do Sul,Paraíso das Águas - MS,201,   1 362,   1 143,   1 265,   57 061,3.2,   3 470.12,194
Mato Grosso do Sul,Paranaíba - MS,   1 537,   9 750,   7 960,   7 957,   217 984,1.9,   2 107.28,   1 487
Mato Grosso do Sul,Paranhos - MS,152,890,775,995,   36 420,2.6,   2 816.10,150
Mato Grosso do Sul,Pedro Gomes - MS,138,796,656,673,   19 658,2,   2 245.74,136
Mato Grosso do Sul,Ponta Porã - MS,   2 249,   16 427,   13 889,   13 914,   442 605,2.2,   2 446.91,   2 133
Mato Grosso do Sul,Porto Murtinho - MS,262,   1 655,   1 426,   1 456,   50 864,2.4,   2 686.94,248
Mato Grosso do Sul,Ribas do Rio Pardo - MS,789,   5 879,   4 996,   4 571,   148 916,2.3,   2 505.78,757
Mato Grosso do Sul,Rio Brilhante - MS,   1 143,   10 789,   9 597,   9 841,   392 836,2.8,   3 070.52,   1 116
Mato Grosso do Sul,Rio Negro - MS,98,716,616,624,   16 491,1.8,   2 033.99,94
Mato Grosso do Sul,Rio Verde de Mato Grosso - MS,517,   2 924,   2 338,   2 411,   71 841,2.1,   2 291.96,506
Mato Grosso do Sul,Rochedo - MS,118,   1 555,   1 419,   1 423,   47 026,2.3,   2 542.12,110
Mato Grosso do Sul,Santa Rita do Pardo - MS,175,   1 412,   1 206,   1 159,   37 682,2.3,   2 501.34,172
Mato Grosso do Sul,São Gabriel do Oeste - MS,   1 175,   9 911,   8 535,   8 584,   301 085,2.5,   2 698.22,   1 129
Mato Grosso do Sul,Sete Quedas - MS,310,   1 160,845,852,   27 642,2.3,   2 496.58,305
Mato Grosso do Sul,Selvíria - MS,141,   2 414,   2 271,   2 147,   86 958,2.8,   3 114.83,138
Mato Grosso do Sul,Sidrolândia - MS,   1 059,   10 889,   9 733,   9 962,   290 421,2,   2 242.43,   1 017
Mato Grosso do Sul,Sonora - MS,433,   4 044,   3 555,   3 857,   146 499,2.7,   2 922.02,424
Mato Grosso do Sul,Tacuru - MS,131,982,841,787,   22 207,2,   2 170.07,130
Mato Grosso do Sul,Taquarussu - MS,74,498,419,419,   13 940,2.3,   2 558.60,74
Mato Grosso do Sul,Terenos - MS,373,   3 023,   2 609,   2 595,   78 006,2.1,   2 312.35,358
Mato Grosso do Sul,Três Lagoas - MS,   4 245,   41 118,   36 617,   36 444,  1 543 881,3,   3 258.66,   4 035
Mato Grosso do Sul,Vicentina - MS,130,852,752,798,   25 146,2.2,   2 423.59,126
Mato Grosso,Acorizal - MT,79,542,458,446,   22 552,3.5,   3 891.50,79
Mato Grosso,Água Boa - MT,   1 276,   7 433,   5 883,   5 805,   204 810,2.5,   2 713.93,   1 233
Mato Grosso,Alta Floresta - MT,   2 082,   14 220,   11 612,   11 357,   350 269,2.2,   2 372.41,   2 042
Mato Grosso,Alto Araguaia - MT,438,   2 710,   2 335,   2 256,   80 170,2.5,   2 733.77,430
Mato Grosso,Alto Boa Vista - MT,102,640,529,499,   20 066,2.8,   3 093.90,102
Mato Grosso,Alto Garças - MT,307,   2 824,   2 517,   2 410,   109 846,3.2,   3 506.24,303
Mato Grosso,Alto Paraguai - MT,86,460,392,384,   11 315,2.1,   2 267.88,86
Mato Grosso,Alto Taquari - MT,296,   2 558,   2 260,   2 528,   110 773,3.1,   3 370.00,293
Mato Grosso,Apiacás - MT,224,   1 284,   1 050,   1 023,   32 780,2.2,   2 464.61,223
Mato Grosso,Araguaiana - MT,57,432,388,381,   11 423,2.1,   2 309.04,57
Mato Grosso,Araguainha - MT,18,171,157,159,   4 615,2,   2 237.53,18
Mato Grosso,Araputanga - MT,416,   3 407,   2 984,   2 944,   90 305,2.1,   2 359.41,402
Mato Grosso,Arenápolis - MT,330,   1 591,   1 220,   1 287,   40 188,2.2,   2 402.77,327
Mato Grosso,Aripuanã - MT,628,   6 601,   5 898,   5 746,   256 393,3.1,   3 432.27,601
Mato Grosso,Barão de Melgaço - MT,75,500,420,430,   14 415,2.3,   2 575.86,74
Mato Grosso,Barra do Bugres - MT,720,   6 133,   5 268,   5 409,   194 048,2.5,   2 759.87,698
Mato Grosso,Barra do Garças - MT,   2 203,   18 355,   15 809,   15 463,   458 741,2.1,   2 282.12,   2 132
Mato Grosso,Bom Jesus do Araguaia - MT,110,   1 113,998,999,   40 913,2.9,   3 151.75,103
Mato Grosso,Brasnorte - MT,491,   3 377,   2 759,   2 827,   101 915,2.5,   2 772.93,485
Mato Grosso,Cáceres - MT,   1 936,   15 438,   13 193,   13 228,   637 430,3.4,   3 706.63,   1 851
Mato Grosso,Campinápolis - MT,245,   1 163,973,   1 081,   43 076,2.8,   3 064.02,240
Mato Grosso,Campo Novo do Parecis - MT,   1 941,   14 768,   12 108,   11 741,   450 806,2.7,   2 953.51,   1 891
Mato Grosso,Campo Verde - MT,   1 810,   11 735,   9 636,   10 120,   374 468,2.6,   2 846.47,   1 739
Mato Grosso,Campos de Júlio - MT,348,   2 736,   2 345,   2 366,   105 819,3.1,   3 440.84,338
Mato Grosso,Canabrava do Norte - MT,73,425,341,334,   10 470,2.2,   2 408.37,73
Mato Grosso,Canarana - MT,930,   5 377,   4 269,   4 392,   168 823,2.7,   2 957.03,916
Mato Grosso,Carlinda - MT,197,   1 134,925,959,   26 890,2,   2 156.49,196
Mato Grosso,Castanheira - MT,111,686,565,613,   19 973,2.3,   2 505.42,110
Mato Grosso,Chapada dos Guimarães - MT,586,   3 444,   2 801,   2 544,   85 366,2.3,   2 581.27,579
Mato Grosso,Cláudia - MT,359,   1 947,   1 513,   1 565,   50 094,2.2,   2 462.94,350
Mato Grosso,Cocalinho - MT,141,910,777,778,   27 438,2.5,   2 713.40,141
Mato Grosso,Colíder - MT,   1 141,   7 740,   6 385,   6 269,   190 145,2.1,   2 333.02,   1 115
Mato Grosso,Colniza - MT,669,   3 668,   3 124,   3 189,   87 562,1.9,   2 111.80,647
Mato Grosso,Comodoro - MT,500,   3 412,   2 833,   2 796,   85 579,2.1,   2 354.78,491
Mato Grosso,Confresa - MT,919,   6 022,   5 049,   5 172,   165 589,2.2,   2 462.95,902
Mato Grosso,Conquista D'Oeste - MT,74,518,417,441,   15 395,2.4,   2 686.59,74
Mato Grosso,Cotriguaçu - MT,210,   1 368,   1 157,   1 215,   37 873,2.2,   2 398.67,205
Mato Grosso,Cuiabá - MT,   27 477,   279 971,   247 493,   255 537,  14 617 684,4,   4 400.29,   26 024
Mato Grosso,Curvelândia - MT,84,524,435,443,   13 132,2.1,   2 278.91,84
Mato Grosso,Denise - MT,96,536,428,434,   15 759,2.5,   2 791.43,94
Mato Grosso,Diamantino - MT,890,   7 637,   6 750,   6 506,   238 247,2.6,   2 816.96,851
Mato Grosso,Dom Aquino - MT,133,913,746,767,   24 682,2.3,   2 475.19,133
Mato Grosso,Feliz Natal - MT,369,   2 167,   1 717,   1 709,   58 591,2.4,   2 637.60,359
Mato Grosso,Figueirópolis D'Oeste - MT,62,382,325,322,   10 292,2.2,   2 456.18,62
Mato Grosso,Gaúcha do Norte - MT,225,   1 271,   1 039,   1 042,   39 558,2.7,   2 920.91,220
Mato Grosso,General Carneiro - MT,76,555,481,520,   15 609,2.1,   2 309.86,71
Mato Grosso,Glória D'Oeste - MT,61,283,228,237,   7 589,2.2,   2 458.84,58
Mato Grosso,Guarantã do Norte - MT,   1 134,   6 011,   4 733,   4 991,   143 087,2,   2 205.44,   1 112
Mato Grosso,Guiratinga - MT,294,   1 385,   1 101,   1 120,   36 054,2.3,   2 476.39,288
Mato Grosso,Indiavaí - MT,33,272,239,250,   7 686,2.2,   2 366.68,33
Mato Grosso,Ipiranga do Norte - MT,253,   1 406,   1 131,   1 145,   48 205,2.9,   3 238.42,248
Mato Grosso,Itanhangá - MT,280,   1 073,779,742,   22 262,2.1,   2 306.45,276
Mato Grosso,Itaúba - MT,168,   1 172,993,   1 035,   35 236,2.4,   2 619.16,164
Mato Grosso,Itiquira - MT,310,   2 267,   1 903,   1 879,   76 544,2.8,   3 134.35,295
Mato Grosso,Jaciara - MT,869,   7 129,   6 149,   6 220,   212 767,2.4,   2 631.13,840
Mato Grosso,Jangada - MT,118,807,691,707,   17 786,1.8,   1 933.91,115
Mato Grosso,Jauru - MT,155,969,799,796,   28 927,2.5,   2 793.97,152
Mato Grosso,Juara - MT,   1 102,   7 236,   5 990,   6 138,   182 511,2.1,   2 287.29,   1 069
Mato Grosso,Juína - MT,   1 289,   9 467,   7 876,   7 805,   237 942,2.1,   2 345.11,   1 252
Mato Grosso,Juruena - MT,301,   1 879,   1 554,   1 720,   73 730,3,   3 296.60,295
Mato Grosso,Juscimeira - MT,202,   1 435,   1 201,   1 201,   40 175,2.3,   2 572.26,192
Mato Grosso,Lambari D'Oeste - MT,91,   1 082,969,   1 073,   34 277,2.2,   2 458.41,90
Mato Grosso,Lucas do Rio Verde - MT,   3 577,   30 218,   25 457,   25 305,   936 898,2.6,   2 848.00,   3 455
Mato Grosso,Luciara - MT,33,271,229,216,   5 638,1.8,   2 007.29,33
Mato Grosso,Vila Bela da Santíssima Trindade - MT,205,   1 759,   1 535,   1 529,   52 389,2.4,   2 635.71,197
Mato Grosso,Marcelândia - MT,305,   2 133,   1 717,   1 720,   47 872,1.9,   2 141.42,298
Mato Grosso,Matupá - MT,696,   5 181,   4 369,   4 445,   145 667,2.3,   2 520.93,679
Mato Grosso,Mirassol d'Oeste - MT,928,   7 248,   6 167,   6 131,   160 445,1.8,   2 013.02,905
Mato Grosso,Nobres - MT,526,   3 168,   2 585,   2 633,   90 357,2.4,   2 639.93,520
Mato Grosso,Nortelândia - MT,96,793,696,702,   28 718,2.9,   3 147.90,96
Mato Grosso,Nossa Senhora do Livramento - MT,190,   1 714,   1 522,   1 651,   46 446,2,   2 163.97,190
Mato Grosso,Nova Bandeirantes - MT,390,   1 820,   1 459,   1 480,   41 168,1.9,   2 139.71,378
Mato Grosso,Nova Nazaré - MT,38,371,338,335,   11 669,2.4,   2 679.48,38
Mato Grosso,Nova Lacerda - MT,128,   1 170,   1 004,   1 047,   38 464,2.6,   2 824.92,124
Mato Grosso,Nova Santa Helena - MT,106,680,558,597,   18 176,2.1,   2 340.77,104
Mato Grosso,Nova Brasilândia - MT,85,454,375,362,   11 604,2.2,   2 467.46,84
Mato Grosso,Nova Canaã do Norte - MT,283,   1 755,   1 478,   1 577,   51 768,2.3,   2 524.41,279
Mato Grosso,Nova Mutum - MT,   2 677,   21 120,   17 729,   17 081,   587 516,2.4,   2 645.84,   2 581
Mato Grosso,Nova Olímpia - MT,358,   4 795,   4 371,   4 787,   184 063,2.7,   2 957.46,356
Mato Grosso,Nova Ubiratã - MT,462,   2 584,   2 025,   2 170,   84 648,2.7,   3 000.73,453
Mato Grosso,Nova Xavantina - MT,636,   3 897,   3 133,   3 285,   124 618,2.7,   2 918.13,624
Mato Grosso,Novo Mundo - MT,165,787,698,714,   23 269,2.3,   2 508.66,164
Mato Grosso,Novo Horizonte do Norte - MT,52,370,323,310,   8 851,2,   2 199.84,51
Mato Grosso,Novo São Joaquim - MT,163,   1 037,841,840,   31 384,2.6,   2 872.82,154
Mato Grosso,Paranaíta - MT,232,   1 656,   1 368,   1 370,   51 974,2.7,   2 919.14,229
Mato Grosso,Paranatinga - MT,822,   5 214,   4 216,   4 287,   146 025,2.4,   2 620.03,805
Mato Grosso,Novo Santo Antônio - MT,24,249,230,217,   8 983,2.9,   3 179.27,24
Mato Grosso,Pedra Preta - MT,515,   3 965,   3 407,   3 348,   106 193,2.2,   2 439.73,502
Mato Grosso,Peixoto de Azevedo - MT,611,   4 073,   3 393,   3 259,   117 460,2.5,   2 772.31,596
