CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade existente por Município
Período:Abr/2024
"Município";"Quantidade_existente"
"410610 CONSELHEIRO MAIRINCK";20
"410620 CONTENDA";16
"410630 CORBELIA";33
"410640 CORNELIO PROCOPIO";293
"410650 CORONEL VIVIDA";61
"410660 CRUZEIRO DO OESTE";32
"410670 CRUZEIRO DO SUL";11
"410680 CRUZ MACHADO";35
"410690 CURITIBA";5097
"410700 CURIUVA";19
"410710 DIAMANTE DO NORTE";19
"410720 DOIS VIZINHOS";51
"410750 ENGENHEIRO BELTRAO";34
"410753 ENTRE RIOS DO OESTE";12
"410760 FAXINAL";22
"410765 FAZENDA RIO GRANDE";47
"410775 FIGUEIRA";31
"410790 FLORESTA";23
"410800 FLORESTOPOLIS";17
"410820 FORMOSA DO OESTE";45
"410830 FOZ DO IGUACU";472
"410832 FRANCISCO ALVES";10
"410840 FRANCISCO BELTRAO";279
"410855 GODOY MOREIRA";10
"410860 GOIOERE";98
"410870 GRANDES RIOS";26
"410880 GUAIRA";62
"410890 GUAIRACA";16
"410900 GUAPIRAMA";4
"410930 GUARANIACU";38
"410940 GUARAPUAVA";444
"410950 GUARAQUECABA";14
"410960 GUARATUBA";32
"410970 IBAITI";51
"410975 IBEMA";43
"410980 IBIPORA";127
"411030 INAJA";11
"411040 INDIANOPOLIS";16
"411050 IPIRANGA";18
"411060 IPORA";31
"411070 IRATI";215
"411080 IRETAMA";19
"411095 ITAIPULANDIA";25
"411100 ITAMBARACA";21
"411125 ITAPERUCU";34
"411130 ITAUNA DO SUL";17
"411140 IVAI";16
"411150 IVAIPORA";211
"411170 JABOTI";18
"411180 JACAREZINHO";117
"411190 JAGUAPITA";28
"411200 JAGUARIAIVA";71
"411210 JANDAIA DO SUL";361
"411240 JAPURA";19
"411250 JARDIM ALEGRE";23
"411275 JESUITAS";34
"411280 JOAQUIM TAVORA";31
"411290 JUNDIAI DO SUL";14
"411300 JUSSARA";18
"411310 KALORE";23
"411320 LAPA";146
"411330 LARANJEIRAS DO SUL";117
"411345 LINDOESTE";20
"411350 LOANDA";138
"411370 LONDRINA";1960
"411375 LUNARDELLI";29
"411380 LUPIONOPOLIS";16
"411390 MALLET";39
"411400 MAMBORE";14
"411420 MANDAGUARI";80
"411430 MANDIRITUBA";46
"411440 MANGUEIRINHA";59
"411450 MANOEL RIBAS";32
"411460 MARECHAL CANDIDO RONDON";100
"411470 MARIA HELENA";1
"411500 MARILENA";23
"411520 MARINGA";1556
"411535 MARIPA";2
"411540 MARMELEIRO";12
"411550 MARUMBI";21
"411560 MATELANDIA";48
"411570 MATINHOS";10
"411580 MEDIANEIRA";120
"411600 MIRASELVA";10
"411605 MISSAL";36
"411620 MORRETES";18
"411670 NOVA AURORA";50
"411680 NOVA CANTU";21
"411690 NOVA ESPERANCA";35
"411695 NOVA ESPERANCA DO SUDOESTE";12
"411700 NOVA FATIMA";16
"411710 NOVA LONDRINA";33
"411720 NOVA OLIMPIA";16
"411722 NOVA SANTA ROSA";19
"411727 NOVA TEBAS";49
"411730 ORTIGUEIRA";11
"411750 PAICANDU";23
"411760 PALMAS";91
"411770 PALMEIRA";36
"411790 PALOTINA";68
"411820 PARANAGUA";201
"411830 PARANAPOEMA";5
"411840 PARANAVAI";207
"411845 PATO BRAGADO";20
"411850 PATO BRANCO";272
"411890 PEROLA";21
"411910 PIEN";62
"411915 PINHAIS";255
"411920 PINHALAO";33
"411940 PIRAI DO SUL";18
"411950 PIRAQUARA";723
"411960 PITANGA";89
"411970 PLANALTINA DO PARANA";12
"411980 PLANALTO";42
"411990 PONTA GROSSA";730
"411995 PONTAL DO PARANA";2
"412000 PORECATU";31
"412020 PORTO RICO";10
"412033 PRADO FERREIRA";20
"412035 PRANCHITA";39
"412050 PRIMEIRO DE MAIO";10
"412060 PRUDENTOPOLIS";125
"412070 QUATIGUA";28
"412085 QUATRO PONTES";1
"412090 QUEDAS DO IGUACU";45
"412100 QUERENCIA DO NORTE";27
"412120 QUITANDINHA";25
"412130 RANCHO ALEGRE";16
"412150 REBOUCAS";56
"412180 RIBEIRAO CLARO";54
"412190 RIBEIRAO DO PINHAL";51
"412200 RIO AZUL";55
"412220 RIO BRANCO DO SUL";30
"412230 RIO NEGRO";40
"412240 ROLANDIA";246
"412250 RONCADOR";32
"412260 RONDON";29
"412265 ROSARIO DO IVAI";20
"412290 SALTO DO ITARARE";16
"412310 SANTA AMELIA";15
"412350 SANTA HELENA";27
"412370 SANTA ISABEL DO IVAI";27
"412380 SANTA IZABEL DO OESTE";50
"412390 SANTA MARIANA";40
"412400 SANTANA DO ITARARE";20
"412410 SANTO ANTONIO DA PLATINA";163
"412420 SANTO ANTONIO DO CAIUA";10
"412430 SANTO ANTONIO DO PARAISO";10
"412440 SANTO ANTONIO DO SUDOESTE";28
"412460 SAO CARLOS DO IVAI";16
"412470 SAO JERONIMO DA SERRA";20
"412490 SAO JOAO DO CAIUA";17
"412500 SAO JOAO DO IVAI";18
"412510 SAO JOAO DO TRIUNFO";25
"412535 SAO JORGE DO PATROCINIO";22
"412540 SAO JOSE DA BOA VISTA";18
"412545 SAO JOSE DAS PALMEIRAS";22
"412550 SAO JOSE DOS PINHAIS";169
"412560 SAO MATEUS DO SUL";50
"412570 SAO MIGUEL DO IGUACU";363
"412580 SAO PEDRO DO IVAI";25
"412600 SAO SEBASTIAO DA AMOREIRA";8
"412620 SAPOPEMA";31
"412625 SARANDI";152
"412640 SERTANEJA";23
"412650 SERTANOPOLIS";16
"412660 SIQUEIRA CAMPOS";54
"412667 TAMARANA";5
"412670 TAMBOARA";9
"412690 TAPIRA";7
"412700 TEIXEIRA SOARES";5
"412710 TELEMACO BORBA";207
"412720 TERRA BOA";63
"412730 TERRA RICA";32
"412750 TIBAGI";30
"412760 TIJUCAS DO SUL";16
"412770 TOLEDO";359
"412780 TOMAZINA";66
"412785 TRES BARRAS DO PARANA";34
"412788 TUNAS DO PARANA";6
"412790 TUNEIRAS DO OESTE";22
"412796 TURVO";53
"412800 UBIRATA";106
"412810 UMUARAMA";691
"412820 UNIAO DA VITORIA";260
"412840 URAI";48
"412850 WENCESLAU BRAZ";50
"412855 VERA CRUZ DO OESTE";27
"412860 VERE";20
"412863 DOUTOR ULYSSES";4
"420010 ABELARDO LUZ";42
"420020 AGROLANDIA";30
"420040 AGUA DOCE";31
"420070 ALFREDO WAGNER";28
"420090 ANGELINA";45
"420100 ANITA GARIBALDI";40
"420110 ANITAPOLIS";43
"420127 ARABUTA";23
"420140 ARARANGUA";121
"420150 ARMAZEM";36
"420160 ARROIO TRINTA";22
"420190 AURORA";14
"420200 BALNEARIO CAMBORIU";304
"420220 BENEDITO NOVO";2
"420230 BIGUACU";63
"420240 BLUMENAU";743
"420250 BOM JARDIM DA SERRA";14
"420260 BOM RETIRO";50
"420280 BRACO DO NORTE";65
"420290 BRUSQUE";321
"420300 CACADOR";97
"420310 CAIBI";20
"420320 CAMBORIU";166
"420330 CAMPO ALEGRE";30
"420340 CAMPO BELO DO SUL";29
"420350 CAMPO ERE";45
"420360 CAMPOS NOVOS";76
"420370 CANELINHA";18
"420380 CANOINHAS";76
"420390 CAPINZAL";63
"420400 CATANDUVAS";33
"420410 CAXAMBU DO SUL";27
"420420 CHAPECO";424
"420430 CONCORDIA";187
"420440 CORONEL FREITAS";27
"420455 CORREIA PINTO";19
"420460 CRICIUMA";515
"420470 CUNHA PORA";48
"420480 CURITIBANOS";126
"420490 DESCANSO";48
"420500 DIONISIO CERQUEIRA";42
"420530 FAXINAL DOS GUEDES";37
"420540 FLORIANOPOLIS";1909
"420550 FRAIBURGO";52
"420580 GARUVA";20
"420590 GASPAR";99
"420640 GUARACIABA";32
"420650 GUARAMIRIM";50
"420660 GUARUJA DO SUL";21
"420680 IBICARE";30
"420690 IBIRAMA";80
"420700 ICARA";91
"420720 IMARUI";27
"420730 IMBITUBA";72
"420750 INDAIAL";119
"420760 IPIRA";28
"420765 IPORA DO OESTE";33
"420770 IPUMIRIM";20
"420780 IRANI";29
"420790 IRINEOPOLIS";19
"420800 ITA";35
"420810 ITAIOPOLIS";13
"420820 ITAJAI";458
"420830 ITAPEMA";57
"420840 ITAPIRANGA";43
"420850 ITUPORANGA";60
"420870 JACINTO MACHADO";46
"420880 JAGUARUNA";49
"420890 JARAGUA DO SUL";344
"420900 JOACABA";275
"420910 JOINVILLE";1201
"420915 JOSE BOITEUX";1
"420930 LAGES";501
"420940 LAGUNA";84
"420950 LAURENTINO";1
"420960 LAURO MULLER";34
"420970 LEBON REGIS";41
"420985 LINDOIA DO SUL";79
"421000 LUIZ ALVES";51
"421003 LUZERNA";91
"421010 MAFRA";109
"421030 MAJOR VIEIRA";35
"421050 MARAVILHA";76
"421060 MASSARANDUBA";21
"421080 MELEIRO";51
"421090 MODELO";31
"421100 MONDAI";63
"421105 MONTE CARLO";13
"421120 MORRO DA FUMACA";108
"421130 NAVEGANTES";60
"421140 NOVA ERECHIM";33
"421150 NOVA TRENTO";50
"421160 NOVA VENEZA";60
"421170 ORLEANS";55
"421175 OTACILIO COSTA";49
"421190 PALHOCA";47
"421200 PALMA SOLA";36
"421210 PALMITOS";66
"421220 PAPANDUVA";35
"421250 PENHA";76
"421260 PERITIBA";32
"421270 PETROLANDIA";21
"421290 PINHALZINHO";39
"421320 POMERODE";65
"421330 PONTE ALTA";38
"421340 PONTE SERRADA";96
"421360 PORTO UNIAO";91
"421370 POUSO REDONDO";24
"421380 PRAIA GRANDE";51
"421400 PRESIDENTE GETULIO";44
"421420 QUILOMBO";50
"421450 RIO DO CAMPO";24
"421470 RIO DOS CEDROS";49
"421480 RIO DO SUL";261
"421490 RIO FORTUNA";30
"421500 RIO NEGRINHO";96
"421510 RODEIO";15
"421530 SALETE";31
"421540 SALTO VELOSO";15
"421550 SANTA CECILIA";120
"421570 SANTO AMARO DA IMPERATRIZ";80
"421580 SAO BENTO DO SUL";117
"421590 SAO BONIFACIO";29
"421600 SAO CARLOS";50
"421620 SAO FRANCISCO DO SUL";37
"421625 SAO JOAO DO OESTE";23
"421630 SAO JOAO BATISTA";34
"421650 SAO JOAQUIM";74
"421660 SAO JOSE";939
"421670 SAO JOSE DO CEDRO";27
"421690 SAO LOURENCO DO OESTE";48
"421710 SAO MARTINHO";22
"421720 SAO MIGUEL DO OESTE";137
"421725 SAO PEDRO DE ALCANTARA";108
"421730 SAUDADES";31
"421750 SEARA";51
"421770 SOMBRIO";123
"421780 TAIO";48
"421790 TANGARA";40
"421800 TIJUCAS";50
"421810 TIMBE DO SUL";33
"421820 TIMBO";148
"421830 TRES BARRAS";60
"421840 TREZE DE MAIO";41
"421860 TROMBUDO CENTRAL";68
"421870 TUBARAO";385
"421875 TUNAPOLIS";60
"421880 TURVO";50
"421890 URUBICI";49
"421900 URUSSANGA";96
"421910 VARGEAO";24
"421920 VIDAL RAMOS";20
"421930 VIDEIRA";145
"421935 VITOR MEIRELES";20
"421940 WITMARSUM";21
"421950 XANXERE";135
"421960 XAVANTINA";23
"421970 XAXIM";31
"430003 ACEGUA";42
"430010 AGUDO";53
"430020 AJURICABA";48
"430030 ALECRIM";50
"430040 ALEGRETE";167
"430050 ALPESTRE";23
"430060 ALVORADA";111
"430064 AMETISTA DO SUL";32
"430070 ANTA GORDA";38
"430080 ANTONIO PRADO";51
"430090 ARATIBA";36
"430100 ARROIO DO MEIO";70
"430120 ARROIO DO TIGRE";76
"430130 ARROIO GRANDE";48
"430140 ARVOREZINHA";51
"430150 AUGUSTO PESTANA";55
"430160 BAGE";237
"430190 BARRA DO RIBEIRO";19
"430210 BENTO GONCALVES";253
"430220 BOA VISTA DO BURICA";40
"430230 BOM JESUS";37
"430235 BOM PRINCIPIO";43
"430240 BOM RETIRO DO SUL";50
"430245 BOQUEIRAO DO LEAO";39
"430270 BUTIA";38
"430280 CACAPAVA DO SUL";79
"430290 CACEQUI";36
"430300 CACHOEIRA DO SUL";169
"430310 CACHOEIRINHA";81
"430330 CAIBATE";40
"430340 CAICARA";41
"430350 CAMAQUA";106
"430360 CAMBARA DO SUL";32
"430370 CAMPINA DAS MISSOES";55
"430380 CAMPINAS DO SUL";49
"430390 CAMPO BOM";91
"430400 CAMPO NOVO";35
"430420 CANDELARIA";104
"430430 CANDIDO GODOI";39
"430440 CANELA";48
"430450 CANGUCU";98
"430460 CANOAS";971
"430463 CAPAO DA CANOA";91
"430470 CARAZINHO";148
"430480 CARLOS BARBOSA";72
"430490 CASCA";33
"430510 CAXIAS DO SUL";1302
"430520 CERRO LARGO";55
"430530 CHAPADA";47
"430535 CHARQUEADAS";54
"430540 CHIAPETTA";30
"430570 CONDOR";34
"430580 CONSTANTINA";23
"430590 CORONEL BICACO";30
"430600 CRISSIUMAL";52
"430610 CRUZ ALTA";266
"430620 CRUZEIRO DO SUL";6
"430630 DAVID CANABARRO";30
"430640 DOIS IRMAOS";66
"430645 DOIS LAJEADOS";50
"430650 DOM FELICIANO";25
"430660 DOM PEDRITO";124
"430680 ENCANTADO";130
"430690 ENCRUZILHADA DO SUL";59
"430700 ERECHIM";291
"430710 HERVAL";34
"430750 ESPUMOSO";51
"430755 ESTACAO";42
"430760 ESTANCIA VELHA";51
"430770 ESTEIO";132
"430780 ESTRELA";110
"430790 FARROUPILHA";136
"430800 FAXINAL DO SOTURNO";68
"430810 FELIZ";61
"430820 FLORES DA CUNHA";50
"430840 FORMIGUEIRO";20
"430845 FORTALEZA DOS VALOS";24
"430850 FREDERICO WESTPHALEN";92
"430860 GARIBALDI";91
"430870 GAURAMA";30
"430890 GETULIO VARGAS";78
"430900 GIRUA";49
"430910 GRAMADO";92
"430920 GRAVATAI";164
"430925 GUABIJU";4
"430930 GUAIBA";54
"430940 GUAPORE";68
"430950 GUARANI DAS MISSOES";44
"430960 HORIZONTINA";58
"430970 HUMAITA";30
"431000 IBIRUBA";50
"431010 IGREJINHA";67
"431020 IJUI";359
"431030 ILOPOLIS";40
"431050 IRAI";70
"431053 ITAARA";20
"431060 ITAQUI";67
"431070 ITATIBA DO SUL";10
"431075 IVORA";11
"431080 IVOTI";54
"431085 JABOTICABA";52
"431100 JAGUARAO";75
"431110 JAGUARI";50
"431112 JAQUIRANA";9
"431120 JULIO DE CASTILHOS";67
"431130 LAGOA VERMELHA";73
"431140 LAJEADO";149
"431150 LAVRAS DO SUL";24
"431180 MARAU";129
"431190 MARCELINO RAMOS";52
"431200 MARIANO MORO";10
"431205 MARQUES DE SOUZA";40
"431210 MATA";15
"431220 MAXIMILIANO DE ALMEIDA";40
"431240 MONTENEGRO";222
"431250 MOSTARDAS";21
"431260 MUCUM";31
"431265 NAO-ME-TOQUE";50
"431270 NONOAI";73
"431290 NOVA BASSANO";50
"431300 NOVA BRESCIA";37
"431310 NOVA PALMA";52
"431320 NOVA PETROPOLIS";34
"431330 NOVA PRATA";71
"431340 NOVO HAMBURGO";488
"431350 OSORIO";94
"431360 PAIM FILHO";52
"431365 PALMARES DO SUL";39
"431370 PALMEIRA DAS MISSOES";92
"431380 PALMITINHO";51
"431390 PANAMBI";71
"431400 PARAI";40
"431402 PARAISO DO SUL";29
"431405 PAROBE";155
"431410 PASSO FUNDO";1006
"431420 PEDRO OSORIO";46
"431430 PEJUCARA";18
"431440 PELOTAS";1155
"431447 PINHAL GRANDE";16
"431450 PINHEIRO MACHADO";51
"431460 PIRATINI";102
"431470 PLANALTO";50
"431480 PORTAO";51
"431490 PORTO ALEGRE";6807
"431500 PORTO LUCENA";40
"431510 PORTO XAVIER";50
"431515 PROGRESSO";50
"431520 PUTINGA";30
"431530 QUARAI";62
"431535 QUINZE DE NOVEMBRO";19
"431550 RESTINGA SECA";51
"431560 RIO GRANDE";503
"431570 RIO PARDO";97
"431575 RIOZINHO";33
"431580 ROCA SALES";38
"431590 RODEIO BONITO";50
"431600 ROLANTE";52
"431610 RONDA ALTA";113
"431620 RONDINHA";33
"431630 ROQUE GONZALES";35
"431640 ROSARIO DO SUL";96
"431643 SALDANHA MARINHO";14
"431645 SALTO DO JACUI";38
"431650 SALVADOR DO SUL";32
"431660 SANANDUVA";66
"431670 SANTA BARBARA DO SUL";51
"431680 SANTA CRUZ DO SUL";317
"431690 SANTA MARIA";978
"431700 SANTANA DA BOA VISTA";30
"431710 SANT'ANA DO LIVRAMENTO";192
"431720 SANTA ROSA";191
"431730 SANTA VITORIA DO PALMAR";60
"431740 SANTIAGO";141
"431750 SANTO ANGELO";227
"431760 SANTO ANTONIO DA PATRULHA";80
"431780 SANTO AUGUSTO";80
"431790 SANTO CRISTO";56
"431800 SAO BORJA";158
"431810 SAO FRANCISCO DE ASSIS";65
"431820 SAO FRANCISCO DE PAULA";85
"431830 SAO GABRIEL";181
"431840 SAO JERONIMO";194
"431843 SAO JOAO DO POLESINE";50
"431850 SAO JOSE DO NORTE";50
"431860 SAO JOSE DO OURO";54
"431870 SAO LEOPOLDO";252
"431880 SAO LOURENCO DO SUL";178
"431890 SAO LUIZ GONZAGA";122
"431900 SAO MARCOS";75
"431910 SAO MARTINHO";49
"431915 SAO MIGUEL DAS MISSOES";38
"431930 SAO PAULO DAS MISSOES";36
"431940 SAO PEDRO DO SUL";52
"431950 SAO SEBASTIAO DO CAI";81
"431960 SAO SEPE";65
"431980 SAO VICENTE DO SUL";41
"431990 SAPIRANGA";128
"432000 SAPUCAIA DO SUL";235
"432010 SARANDI";78
"432020 SEBERI";69
"432026 SEGREDO";34
"432030 SELBACH";32
"432040 SERAFINA CORREA";55
"432045 SERIO";10
"432050 SERTAO";49
"432060 SEVERIANO DE ALMEIDA";57
"432067 SINIMBU";48
"432070 SOBRADINHO";104
"432080 SOLEDADE";97
"432090 TAPEJARA";98
"432100 TAPERA";41
"432110 TAPES";36
"432120 TAQUARA";71
"432130 TAQUARI";50
"432140 TENENTE PORTELA";94
"432143 TERRA DE AREIA";4
"432145 TEUTONIA";76
"432150 TORRES";63
"432160 TRAMANDAI";94
"432170 TRES COROAS";55
"432180 TRES DE MAIO";69
"432190 TRES PASSOS";94
"432195 TRINDADE DO SUL";48
"432200 TRIUNFO";50
"432210 TUCUNDUVA";34
"432220 TUPANCIRETA";73
"432230 TUPARENDI";37
"432240 URUGUAIANA";153
"432250 VACARIA";135
"432253 VALE DO SOL";39
"432260 VENANCIO AIRES";110
"432270 VERA CRUZ";49
"432280 VERANOPOLIS";73
"432290 VIADUTOS";50
"432300 VIAMAO";195
"432380 XANGRI-LA";38
"500020 AGUA CLARA";21
"500025 ALCINOPOLIS";10
"500060 AMAMBAI";86
"500070 ANASTACIO";25
"500080 ANAURILANDIA";12
"500085 ANGELICA";27
"500090 ANTONIO JOAO";10
"500100 APARECIDA DO TABOADO";65
"500110 AQUIDAUANA";154
"500124 ARAL MOREIRA";9
"500150 BANDEIRANTES";12
"500190 BATAGUASSU";42
"500210 BELA VISTA";32
"500215 BODOQUENA";8
"500220 BONITO";32
"500230 BRASILANDIA";20
"500240 CAARAPO";39
"500260 CAMAPUA";21
"500270 CAMPO GRANDE";2428
"500280 CARACOL";13
"500290 CASSILANDIA";62
"500295 CHAPADAO DO SUL";50
"500315 CORONEL SAPUCAIA";9
"500320 CORUMBA";157
"500325 COSTA RICA";59
"500330 COXIM";93
"500345 DEODAPOLIS";12
"500348 DOIS IRMAOS DO BURITI";13
"500370 DOURADOS";552
"500375 ELDORADO";30
"500380 FATIMA DO SUL";59
"500390 FIGUEIRAO";9
"500400 GLORIA DE DOURADOS";11
"500410 GUIA LOPES DA LAGUNA";26
"500430 IGUATEMI";38
"500440 INOCENCIA";13
"500450 ITAPORA";22
"500460 ITAQUIRAI";27
"500470 IVINHEMA";32
"500500 JARDIM";43
"500510 JATEI";21
"500515 JUTI";9
"500520 LADARIO";10
"500525 LAGUNA CARAPA";6
"500540 MARACAJU";54
"500560 MIRANDA";23
"500568 MUNDO NOVO";48
"500570 NAVIRAI";89
"500580 NIOAQUE";6
"500600 NOVA ALVORADA DO SUL";19
"500620 NOVA ANDRADINA";103
"500625 NOVO HORIZONTE DO SUL";17
"500630 PARANAIBA";197
"500635 PARANHOS";10
"500640 PEDRO GOMES";34
"500660 PONTA PORA";141
"500690 PORTO MURTINHO";16
"500710 RIBAS DO RIO PARDO";16
"500720 RIO BRILHANTE";59
"500730 RIO NEGRO";21
"500740 RIO VERDE DE MATO GROSSO";25
"500750 ROCHEDO";7
"500755 SANTA RITA DO PARDO";8
"500769 SAO GABRIEL DO OESTE";45
"500770 SETE QUEDAS";18
"500780 SELVIRIA";11
"500790 SIDROLANDIA";53
"500793 SONORA";22
"500795 TACURU";8
"500797 TAQUARUSSU";6
"500830 TRES LAGOAS";249
"500840 VICENTINA";7
"510020 AGUA BOA";82
"510025 ALTA FLORESTA";233
"510030 ALTO ARAGUAIA";99
"510060 ALTO TAQUARI";20
"510080 APIACAS";31
"510100 ARAGUAIANA";12
"510125 ARAPUTANGA";19
"510130 ARENAPOLIS";40
"510140 ARIPUANA";31
"510160 BARAO DE MELGACO";11
"510170 BARRA DO BUGRES";32
"510180 BARRA DO GARCAS";112
"510190 BRASNORTE";40
"510250 CACERES";290
"510260 CAMPINAPOLIS";25
"510263 CAMPO NOVO DO PARECIS";30
"510267 CAMPO VERDE";66
"510268 CAMPOS DE JULIO";16
"510269 CANABRAVA DO NORTE";5
"510270 CANARANA";48
"510300 CHAPADA DOS GUIMARAES";1
"510305 CLAUDIA";33
"510310 COCALINHO";16
"510320 COLIDER";111
"510325 COLNIZA";34
"510330 COMODORO";42
"510335 CONFRESA";76
"510337 COTRIGUACU";33
"510340 CUIABA";1869
"510350 DIAMANTINO";29
"510360 DOM AQUINO";20
"510385 GAUCHA DO NORTE";17
"510390 GENERAL CARNEIRO";14
"510410 GUARANTA DO NORTE";43
"510420 GUIRATINGA";27
"510455 ITAUBA";16
"510460 ITIQUIRA";35
"510480 JACIARA";58
"510500 JAURU";37
"510510 JUARA";67
"510515 JUINA";114
"510517 JURUENA";18
"510520 JUSCIMEIRA";15
"510525 LUCAS DO RIO VERDE";147
"510550 VILA BELA DA SANTISSIMA TRINDADE";53
"510558 MARCELANDIA";21
"510560 MATUPA";35
"510562 MIRASSOL D'OESTE";81
"510590 NOBRES";41
"510600 NORTELANDIA";30
"510610 NOSSA SENHORA DO LIVRAMENTO";16
"510615 NOVA BANDEIRANTES";14
"510620 NOVA BRASILANDIA";13
"510621 NOVA CANAA DO NORTE";5
"510622 NOVA MUTUM";156
"510623 NOVA OLIMPIA";56
"510625 NOVA XAVANTINA";48
"510627 NOVO HORIZONTE DO NORTE";12
"510628 NOVO SAO JOAQUIM";26
"510629 PARANAITA";41
"510630 PARANATINGA";35
"510637 PEDRA PRETA";31
"510642 PEIXOTO DE AZEVEDO";62
"510650 POCONE";61
"510670 PONTE BRANCA";17
"510675 PONTES E LACERDA";87
"510677 PORTO ALEGRE DO NORTE";18
"510680 PORTO DOS GAUCHOS";16
"510682 PORTO ESPERIDIAO";4
"510700 POXOREO";78
"510704 PRIMAVERA DO LESTE";183
"510706 QUERENCIA";34
"510710 SAO JOSE DOS QUATRO MARCOS";31
"510718 RIBEIRAO CASCALHEIRA";37
"510719 RIBEIRAOZINHO";15
"510720 RIO BRANCO";18
"510730 SAO JOSE DO RIO CLARO";22
"510760 RONDONOPOLIS";590
"510770 ROSARIO OESTE";79
"510774 SANTA CRUZ DO XINGU";9
"510775 SALTO DO CEU";14
"510777 SANTA TEREZINHA";22
"510780 SANTO ANTONIO DO LEVERGER";20
"510785 SAO FELIX DO ARAGUAIA";30
"510787 SAPEZAL";52
"510790 SINOP";378
"510792 SORRISO";298
"510794 TABAPORA";14
"510795 TANGARA DA SERRA";214
"510800 TAPURAH";20
"510805 TERRA NOVA DO NORTE";37
"510810 TESOURO";14
"510820 TORIXOREU";25
"510840 VARZEA GRANDE";436
"510850 VERA";33
"510860 VILA RICA";21
"510895 NOVA MONTE VERDE";13
"520010 ABADIANIA";9
"520013 ACREUNA";72
"520015 ADELANDIA";15
"520017 AGUA FRIA DE GOIAS";5
"520025 AGUAS LINDAS DE GOIAS";52
"520030 ALEXANIA";34
"520050 ALOANDIA";14
"520055 ALTO HORIZONTE";24
"520060 ALTO PARAISO DE GOIAS";12
"520080 ALVORADA DO NORTE";32
"520085 AMERICANO DO BRASIL";17
"520090 AMORINOPOLIS";11
"520110 ANAPOLIS";992
"520130 ANICUNS";20
"520140 APARECIDA DE GOIANIA";1260
"520150 APORE";18
"520160 ARACU";17
"520170 ARAGARCAS";33
"520180 ARAGOIANIA";7
"520215 ARAGUAPAZ";10
"520235 ARENOPOLIS";14
"520250 ARUANA";15
"520280 AVELINOPOLIS";12
"520310 BALIZA";6
"520320 BARRO ALTO";22
"520330 BELA VISTA DE GOIAS";52
"520340 BOM JARDIM DE GOIAS";23
"520350 BOM JESUS DE GOIAS";22
"520355 BONFINOPOLIS";2
"520380 BRITANIA";24
"520390 BURITI ALEGRE";32
"520393 BURITI DE GOIAS";14
"520400 CABECEIRAS";12
"520410 CACHOEIRA ALTA";44
"520425 CACHOEIRA DOURADA";18
"520430 CACU";36
"520440 CAIAPONIA";36
"520450 CALDAS NOVAS";201
"520465 CAMPINACU";29
"520470 CAMPINORTE";12
"520480 CAMPO ALEGRE DE GOIAS";18
"520490 CAMPOS BELOS";43
"520500 CARMO DO RIO VERDE";17
"520505 CASTELANDIA";15
"520510 CATALAO";289
"520520 CATURAI";18
"520530 CAVALCANTE";16
"520540 CERES";315
"520545 CEZARINA";15
"520547 CHAPADAO DO CEU";24
"520549 CIDADE OCIDENTAL";101
"520551 COCALZINHO DE GOIAS";22
"520552 COLINAS DO SUL";12
"520570 CORREGO DO OURO";13
"520580 CORUMBA DE GOIAS";81
"520590 CORUMBAIBA";27
"520620 CRISTALINA";55
"520630 CRISTIANOPOLIS";8
"520640 CRIXAS";86
"520650 CROMINIA";11
"520660 CUMARI";14
"520670 DAMIANOPOLIS";13
"520680 DAMOLANDIA";15
"520710 DIORAMA";14
"520725 DOVERLANDIA";24
"520735 EDEALINA";10
"520740 EDEIA";26
"520750 ESTRELA DO NORTE";18
"520753 FAINA";19
"520760 FAZENDA NOVA";16
"520780 FIRMINOPOLIS";43
"520790 FLORES DE GOIAS";7
"520800 FORMOSA";153
"520810 FORMOSO";25
"520830 DIVINOPOLIS DE GOIAS";24
"520840 GOIANAPOLIS";16
"520850 GOIANDIRA";33
"520860 GOIANESIA";210
"520870 GOIANIA";6715
"520880 GOIANIRA";52
"520890 GOIAS";33
"520910 GOIATUBA";142
"520929 GUARAITA";10
"520960 HEITORAI";10
"520970 HIDROLANDIA";21
"520980 HIDROLINA";28
"520990 IACIARA";17
"520993 INACIOLANDIA";16
"520995 INDIARA";51
"521000 INHUMAS";103
"521010 IPAMERI";146
"521020 IPORA";79
"521030 ISRAELANDIA";8
"521040 ITABERAI";65
"521060 ITAGUARU";10
"521080 ITAJA";18
"521090 ITAPACI";41
"521100 ITAPIRAPUA";23
"521120 ITAPURANGA";91
"521130 ITARUMA";17
"521140 ITAUCU";18
"521150 ITUMBIARA";277
"521160 IVOLANDIA";16
"521170 JANDAIA";13
"521180 JARAGUA";73
"521190 JATAI";178
"521200 JAUPACI";10
"521210 JOVIANIA";18
"521220 JUSSARA";42
"521250 LUZIANIA";197
"521260 MAIRIPOTABA";13
"521270 MAMBAI";15
"521280 MARA ROSA";48
"521290 MARZAGAO";24
"521295 MATRINCHA";14
"521300 MAURILANDIA";12
"521308 MINACU";104
"521310 MINEIROS";189
"521350 MONTE ALEGRE DE GOIAS";16
"521370 MONTES CLAROS DE GOIAS";24
"521375 MONTIVIDIU";18
"521380 MORRINHOS";91
"521385 MORRO AGUDO DE GOIAS";19
"521390 MOSSAMEDES";20
"521400 MOZARLANDIA";20
